,st_id,pr_sku_id,st_id_encoded,pr_sku_id_encoded,st_sku_interaction,pr_cluster_label,st_cluster_label,pr_uom_id
1490,42a0e188f5033bc65bf8d78622277c4e,177b588f64308de26aff1c43644f6e84,3,155,1494,4,0,17
1492,42a0e188f5033bc65bf8d78622277c4e,0ee7e71061cf860ccf3b29c6823c7971,3,92,2174,0,0,1
1493,f7e6c85504ce6e82442c770f7c8606f0,c589e31f27f0ec50b30f1f31443ad0f1,8,1518,4640,0,0,1
1494,c81e728d9d4c2f636f067f89cc14862c,3affcbb957032e3cd1c0c3f8526e5de8,7,407,4006,2,0,1
1495,42a0e188f5033bc65bf8d78622277c4e,c4ba4ae1a518779efc096ea258259c22,3,1513,1472,4,0,17
1496,c81e728d9d4c2f636f067f89cc14862c,ac97437364b6701a12e48e3d4559d251,7,1312,3479,0,0,17
1497,42a0e188f5033bc65bf8d78622277c4e,6f82ecc2d5b384d471364b7f8564adcf,3,831,2127,6,0,17
1498,fa7cdfad1a5aaf8370ebeda47a1ff1c3,f8e67df2dd557f44074271107ab9781a,9,1919,5727,0,0,1
1499,1ecfb463472ec9115b10c292ef8bc986,1eba96c25c7cf92cf2d5045069069974,2,209,1094,0,1,1
1500,f7e6c85504ce6e82442c770f7c8606f0,1a0f36f6e92560bcae205b6c32cc033f,8,175,4756,0,0,1
1501,42a0e188f5033bc65bf8d78622277c4e,d653e6fd1013dc3cf980741e001a6e20,3,1659,1570,0,0,1
1502,f7e6c85504ce6e82442c770f7c8606f0,8bb88fc297188331e5252b5d43747043,8,1046,4400,4,0,1
1504,6364d3f0f495b6ab9dcf8d3b5c6e0b01,43f9682aeb800689215797f4f2dea2f4,5,485,2957,6,0,1
1505,1ecfb463472ec9115b10c292ef8bc986,edc4f8e4255fe47bede91eadb3fbcb15,2,1839,1071,4,1,1
1506,c81e728d9d4c2f636f067f89cc14862c,b48321deceb47105d2ddee08e2914c59,7,1381,3525,0,0,1
1507,42a0e188f5033bc65bf8d78622277c4e,98d292620ce4e8087db271b691e28a4c,3,1145,1270,5,0,1
1508,fa7cdfad1a5aaf8370ebeda47a1ff1c3,e0208aba8eb0e6d27b9a283bd2c786a7,9,1736,5637,6,0,1
1509,16a5cdae362b8d27a1d8f8c7b78b4330,5f86639bbaacbed711e89635b602cc75,1,702,783,0,0,17
1511,c81e728d9d4c2f636f067f89cc14862c,53a0025dcb7a9565375706d57f0c8f37,7,601,4117,0,0,1
1513,42a0e188f5033bc65bf8d78622277c4e,3b9ff9697e5688d38d5a0e7b0f0d519e,3,410,1884,6,0,1
1514,f7e6c85504ce6e82442c770f7c8606f0,1933ead077ee71dda8c85a7b769c8ef6,8,165,4704,5,0,1
1515,16a5cdae362b8d27a1d8f8c7b78b4330,57192cc83ef1e707eabef5af7a5d4ae9,1,624,736,0,0,17
1516,f7e6c85504ce6e82442c770f7c8606f0,0cc8850f66397af21700e3c060a5210c,8,79,5206,4,0,17
1517,42a0e188f5033bc65bf8d78622277c4e,480c8cfe6acee2ea1d6f1c63bb80f226,3,514,1942,0,0,1
1519,42a0e188f5033bc65bf8d78622277c4e,26864bfba07bfdc89934ec5ca9367ab9,3,263,1789,0,0,1
1520,6364d3f0f495b6ab9dcf8d3b5c6e0b01,62d4af457ba2540ce0898a211c0cd17a,5,730,3079,9,0,17
1521,f7e6c85504ce6e82442c770f7c8606f0,7ac0830655ccc55d28d0293706b72e8f,8,911,5275,2,0,1
1522,16a5cdae362b8d27a1d8f8c7b78b4330,3e5ed1845a499f1b16f1bc68d13e97fe,1,433,636,0,0,1
1523,42a0e188f5033bc65bf8d78622277c4e,42ae1544956fbe6e09242e6cd752444c,3,476,1918,0,0,1
1524,6364d3f0f495b6ab9dcf8d3b5c6e0b01,d2de88fc7856a5f50c05e8d9b7a20838,5,1639,2643,4,0,1
1525,c81e728d9d4c2f636f067f89cc14862c,4a9c9ec84fcfcda981820fb9f2b65f1d,7,537,4080,6,0,17
1526,fa7cdfad1a5aaf8370ebeda47a1ff1c3,1d2448c22721c94bb0264cf52598522f,9,203,5754,0,0,17
1527,c81e728d9d4c2f636f067f89cc14862c,8353aa07fab6dbeb7962e7a9ba2c3e53,7,971,4362,0,0,17
1528,c81e728d9d4c2f636f067f89cc14862c,45551f4c29881972ae5ed3666a5b1b8b,7,494,4056,0,0,1
1529,1ecfb463472ec9115b10c292ef8bc986,131539d99ac196766086b57c1119b7de,2,123,991,4,1,1
1531,f7e6c85504ce6e82442c770f7c8606f0,45bd6ffd65dc1b68ea59c9ec5f4590f9,8,496,5040,0,0,1
1532,f7e6c85504ce6e82442c770f7c8606f0,b948aa07167c9acb17487657e96870e5,8,1423,4591,0,0,1
1533,f7e6c85504ce6e82442c770f7c8606f0,619a700c32a1b9c2ced74937d3d273ce,8,719,5172,4,0,17
1534,c81e728d9d4c2f636f067f89cc14862c,0a4b9a2513abf8a01e77b4e5f7b60f3c,7,61,4123,6,0,17
1535,f7e6c85504ce6e82442c770f7c8606f0,d5285a5b153c43fa0028b6fb6965a3f0,8,1654,4707,4,0,1
1536,c81e728d9d4c2f636f067f89cc14862c,0cf7b480289c0c4b07b6d3bd72fef0c9,7,80,4250,2,0,1
1538,1ecfb463472ec9115b10c292ef8bc986,43381fb2e43baebe00b83506caa61c25,2,479,1130,8,1,1
1539,f7e6c85504ce6e82442c770f7c8606f0,3271c9877efbd2156e62cdc25895e46f,8,348,4961,0,0,17
1541,1ecfb463472ec9115b10c292ef8bc986,1f866d0d3eda091c5166cc5a321132fd,2,217,1096,2,1,1
1542,fa7cdfad1a5aaf8370ebeda47a1ff1c3,8014fe5a616ca4e0b4e334122a404adb,9,947,6104,2,0,1
1543,1ecfb463472ec9115b10c292ef8bc986,9046d9f5aa97496b5347442df0ebc31e,2,1087,970,0,1,1
1544,6364d3f0f495b6ab9dcf8d3b5c6e0b01,0ad7341f0f7f634f1f3d24ed53e0788c,5,65,3032,8,0,1
1545,6364d3f0f495b6ab9dcf8d3b5c6e0b01,364196813f3b746270a9b27bd76149c9,5,370,2894,4,0,1
1547,fa7cdfad1a5aaf8370ebeda47a1ff1c3,be1d43a949b9e0e755c1e36be9cf47d9,9,1456,5512,2,0,1
1548,42a0e188f5033bc65bf8d78622277c4e,e5438bd5e7a11caaf7c625d9d5ab7b50,3,1768,1635,4,0,1
1550,f7e6c85504ce6e82442c770f7c8606f0,cec450400539c79f06aff1649043f170,8,1602,4681,0,0,1
1551,c81e728d9d4c2f636f067f89cc14862c,47b1d7b5e5b4a00d7146ba165bfb43c8,7,511,4065,2,0,1
1552,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b66f2459d3013603d5c924ee370093c8,9,1396,5485,6,0,1
1553,42a0e188f5033bc65bf8d78622277c4e,3affcbb957032e3cd1c0c3f8526e5de8,3,407,1881,2,0,1
1555,f7e6c85504ce6e82442c770f7c8606f0,b7e2077a3d7fa0d30e0eb5ec7fa349e8,8,1409,4583,4,0,1
1556,f7e6c85504ce6e82442c770f7c8606f0,e3334f5df6c5bf053070749a5f70fbc5,8,1752,4758,4,0,17
1557,c81e728d9d4c2f636f067f89cc14862c,fe5d18ae6650335830e4c1dbd9e6ddb9,7,1964,3875,4,0,17
1559,16a5cdae362b8d27a1d8f8c7b78b4330,3f8abc351114632af4bc60bdc3bbe3b1,1,444,645,4,0,1
1560,42a0e188f5033bc65bf8d78622277c4e,f26a7266746690b16a77b3073651d75d,3,1880,1709,4,0,1
1561,f7e6c85504ce6e82442c770f7c8606f0,4ce0eb956648ab3ff6bb0afa3158cc42,8,555,5075,4,0,1
1562,c81e728d9d4c2f636f067f89cc14862c,16b424aa315aeccf53294a9ac546233a,7,146,3572,4,0,17
1564,c81e728d9d4c2f636f067f89cc14862c,c355c910fe6a819947c7243038df89c9,7,1504,3594,4,0,17
1565,16a5cdae362b8d27a1d8f8c7b78b4330,0a68dd43c227b0e66d52665d6c3ca8ba,1,62,735,1,0,1
1566,f7e6c85504ce6e82442c770f7c8606f0,9d678e20f4a45c137a0492034506d432,8,1179,4474,0,0,1
1567,f7e6c85504ce6e82442c770f7c8606f0,246db71cccfbfbfaef328f1f8f7df31e,8,252,4904,4,0,17
1569,f7e6c85504ce6e82442c770f7c8606f0,98157f067d98b2d4c8e9599b88632516,8,1138,4453,0,0,1
1570,42a0e188f5033bc65bf8d78622277c4e,7c2477868f25cf87892fff6d99ae2c72,3,919,2173,6,0,1
1571,42a0e188f5033bc65bf8d78622277c4e,d23f1d1cd4efe77dac5482f856a9d12d,3,1635,1554,5,0,1
1572,16a5cdae362b8d27a1d8f8c7b78b4330,b948aa07167c9acb17487657e96870e5,1,1423,221,0,0,1
1573,fa7cdfad1a5aaf8370ebeda47a1ff1c3,8a1989b9fe49cb45e85c099107fbe1a6,9,1023,5329,0,0,1
1575,6364d3f0f495b6ab9dcf8d3b5c6e0b01,8b6d47ed609b1f6651a79cb6210b63f8,5,1041,2353,4,0,1
1576,6364d3f0f495b6ab9dcf8d3b5c6e0b01,517b5edeb76505d48bb945abce481959,5,587,3008,2,0,1
1577,6364d3f0f495b6ab9dcf8d3b5c6e0b01,cbbda0778454f639ae7182a4ec209142,5,1578,2608,0,0,1
1578,f7e6c85504ce6e82442c770f7c8606f0,fe5d18ae6650335830e4c1dbd9e6ddb9,8,1964,4871,4,0,17
1580,6364d3f0f495b6ab9dcf8d3b5c6e0b01,d35a34476be067a04fa756c8c0b7dfbd,5,1641,2645,4,0,17
1581,6364d3f0f495b6ab9dcf8d3b5c6e0b01,bf7667b035093212fd58f5fdd0975069,5,1469,2556,4,0,17
1582,f7e6c85504ce6e82442c770f7c8606f0,43e644381fb92b59722bb7928da931ad,8,484,5032,4,0,17
1583,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e9e9c55a9acf6e9421db2863f2e4da2f,5,1805,2729,4,0,17
1584,16a5cdae362b8d27a1d8f8c7b78b4330,657143495af47587150470a911c87888,1,758,814,0,0,17
1585,42a0e188f5033bc65bf8d78622277c4e,d2de88fc7856a5f50c05e8d9b7a20838,3,1639,1556,4,0,1
1586,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5ad4f73ea28ca73f8fe529067b237db1,9,653,5960,6,0,1
1587,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5a106bc85bf017f97a9afcda66b93f01,9,645,5955,4,0,1
1588,fa7cdfad1a5aaf8370ebeda47a1ff1c3,4a421463135a0f5e506740db32d16b97,9,535,5904,6,0,1
1589,fa7cdfad1a5aaf8370ebeda47a1ff1c3,706b9e39dd3ca40669b5f5c74bfebeb8,9,838,6058,4,0,1
1590,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5f3f3cdc16a1ad23f24383979e45ced0,9,696,5984,4,0,1
1591,f7e6c85504ce6e82442c770f7c8606f0,706b9e39dd3ca40669b5f5c74bfebeb8,8,838,5233,4,0,1
1592,c81e728d9d4c2f636f067f89cc14862c,d6c2e7c74cad027b49b4369a0548ddfb,7,1664,3685,2,0,1
1594,16a5cdae362b8d27a1d8f8c7b78b4330,3c3a1cb0ae43df1a1f0abe1fbd8e158b,1,417,627,0,0,1
1595,fa7cdfad1a5aaf8370ebeda47a1ff1c3,a9e6d9a4ffe9ece67328c36bf09741bc,9,1290,5437,6,0,1
1597,fa7cdfad1a5aaf8370ebeda47a1ff1c3,f3848b78b70702300c576fcd56a9addd,9,1890,5719,0,0,1
1599,c81e728d9d4c2f636f067f89cc14862c,4cbdf8b7992ce95ea95bee76db0c7156,7,553,4090,0,0,17
1600,fa7cdfad1a5aaf8370ebeda47a1ff1c3,fe50ae64d08d4f8245aaabc55d1baf79,9,1963,5745,4,0,1
1601,fa7cdfad1a5aaf8370ebeda47a1ff1c3,3a74a370c8eb032acb11ad9119242b8f,9,401,5836,9,0,17
1602,6364d3f0f495b6ab9dcf8d3b5c6e0b01,2c3b910b45c0f041dd25ad4d510e548b,5,309,2860,4,0,17
1603,c81e728d9d4c2f636f067f89cc14862c,ced0c1a84924c982a6403870c54b99ca,7,1604,3648,9,0,17
1604,c81e728d9d4c2f636f067f89cc14862c,7d554270ae2c8298289d5cf633cad1ae,7,928,4332,2,0,1
1606,fa7cdfad1a5aaf8370ebeda47a1ff1c3,0ad7341f0f7f634f1f3d24ed53e0788c,9,65,5958,8,0,1
1607,6364d3f0f495b6ab9dcf8d3b5c6e0b01,b067862254b74824193087f2a16c0c79,5,1351,2504,8,0,1
1608,f7e6c85504ce6e82442c770f7c8606f0,e4bad2eaaef625f34e0657c120743b6b,8,1763,4764,0,0,17
1609,42a0e188f5033bc65bf8d78622277c4e,f9913de6246f7b1d28d51261c268f0ae,3,1924,1735,8,0,1
1611,42a0e188f5033bc65bf8d78622277c4e,094df0e0b795f85bfb3939256a2def20,3,55,1960,4,0,1
1612,fa7cdfad1a5aaf8370ebeda47a1ff1c3,0094042bfeae507dc7f62acc8e5ed03a,9,5,5885,1,0,1
1613,16a5cdae362b8d27a1d8f8c7b78b4330,8bb88fc297188331e5252b5d43747043,1,1046,31,4,0,1
1614,fa7cdfad1a5aaf8370ebeda47a1ff1c3,dcdb485c74bf66f5f0c65dd77558fca5,9,1707,5624,0,0,17
1615,f7e6c85504ce6e82442c770f7c8606f0,6dc2d6abe22eaa15ea066134c983f2ac,8,815,5218,8,0,1
1616,c81e728d9d4c2f636f067f89cc14862c,d5bfeecaaa47887a4b92d17fa55c2e18,7,1655,3681,4,0,17
1617,c81e728d9d4c2f636f067f89cc14862c,4abefdd227919349cda793e5802ba017,7,538,4081,6,0,17
1618,f7e6c85504ce6e82442c770f7c8606f0,3ab75955a9c0ce15f6ca004ff088e7f6,8,403,4988,4,0,17
1621,16a5cdae362b8d27a1d8f8c7b78b4330,f26a7266746690b16a77b3073651d75d,1,1880,469,4,0,1
1623,c81e728d9d4c2f636f067f89cc14862c,2062d6c68c7b32c29a863ce4d72b6dae,7,225,3892,0,0,1
1624,c81e728d9d4c2f636f067f89cc14862c,8e887cf8e64ab8e7173701a979476567,7,1070,3350,0,0,1
1627,f7e6c85504ce6e82442c770f7c8606f0,2f949375f27ace8f384cddf7127935c3,8,334,4952,4,0,1
1628,16a5cdae362b8d27a1d8f8c7b78b4330,b6871caaf03565202e4c3bafef2af7c6,1,1397,202,0,0,1
1629,16a5cdae362b8d27a1d8f8c7b78b4330,fdb89dfd1a27256904eb5a5734252102,1,1959,508,0,0,1
1630,f7e6c85504ce6e82442c770f7c8606f0,b8ef962dc97739cb4763dfe675a82305,8,1419,4589,0,0,1
1631,f7e6c85504ce6e82442c770f7c8606f0,5d560ea997068115892d2f0bd7cf91c3,8,679,5144,0,0,1
1634,6364d3f0f495b6ab9dcf8d3b5c6e0b01,1edb148e94ceddc5abaa91ad4814a737,5,211,2816,4,0,17
1637,1ecfb463472ec9115b10c292ef8bc986,6e5d274636cdf86dabee3f8658794d54,2,821,1178,4,1,17
1638,c81e728d9d4c2f636f067f89cc14862c,283ea714ba84bbb51b605755fe0af8ee,7,280,3926,2,0,1
1641,42a0e188f5033bc65bf8d78622277c4e,85ad8a61a364c0f800076d97e2cbad5b,3,986,2215,8,0,1
1642,1ecfb463472ec9115b10c292ef8bc986,c4ba4ae1a518779efc096ea258259c22,2,1513,1028,4,1,17
1643,42a0e188f5033bc65bf8d78622277c4e,00661699f543753ec7e911a64b9fd2f6,3,4,1874,4,0,1
1644,c81e728d9d4c2f636f067f89cc14862c,b960c6ee5b5efa12e73f810204b561a8,7,1424,3554,4,0,17
1645,fa7cdfad1a5aaf8370ebeda47a1ff1c3,eb01393af653df8a7e4c2834eb58412a,9,1813,5679,0,0,1
1646,c81e728d9d4c2f636f067f89cc14862c,706b9e39dd3ca40669b5f5c74bfebeb8,7,838,4280,4,0,1
1647,1ecfb463472ec9115b10c292ef8bc986,5f86639bbaacbed711e89635b602cc75,2,702,1162,0,1,17
1648,42a0e188f5033bc65bf8d78622277c4e,283ea714ba84bbb51b605755fe0af8ee,3,280,1800,2,0,1
1649,6364d3f0f495b6ab9dcf8d3b5c6e0b01,90252502ab29331e94fd3113f11c58e0,5,1084,2373,5,0,1
1650,16a5cdae362b8d27a1d8f8c7b78b4330,c4ba4ae1a518779efc096ea258259c22,1,1513,262,4,0,17
1651,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b88d7891d85f7f5ed9a7ad619af776d2,9,1416,5500,4,0,17
1653,f7e6c85504ce6e82442c770f7c8606f0,b739e0ffbd85602c82b57468fc48aa6f,8,1403,4578,0,0,1
1654,f7e6c85504ce6e82442c770f7c8606f0,25297b758a38dfb3475046e5dc01291a,8,256,4906,6,0,1
1655,fa7cdfad1a5aaf8370ebeda47a1ff1c3,c589e31f27f0ec50b30f1f31443ad0f1,9,1518,5535,0,0,1
1656,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5b146d93f822459260216df28e572eca,9,657,5963,6,0,1
1658,bd470ca955d9497bbcb808e59952fffc,de96549fe7e95032ca74cf83e70eded2,6,1722,3262,0,1,17
1659,1ecfb463472ec9115b10c292ef8bc986,eb34f5dbc8ef8aa6bce13d34bc5d4ddd,2,1816,1065,4,1,17
1660,16a5cdae362b8d27a1d8f8c7b78b4330,5bd63b0366ee719bfd40b21a72ae4658,1,665,764,0,0,17
1661,6364d3f0f495b6ab9dcf8d3b5c6e0b01,c8bd18ea08d2f47cb0a7992f11ada9de,5,1553,2593,2,0,1
1662,16a5cdae362b8d27a1d8f8c7b78b4330,699dc7822b719137e8124b728ab45fa3,1,788,835,0,0,1
1663,fa7cdfad1a5aaf8370ebeda47a1ff1c3,a3f2130d312ab153ba470886115ea2ee,9,1240,5417,4,0,1
1664,fa7cdfad1a5aaf8370ebeda47a1ff1c3,ae0ea26efd73c891f6fe4f8af687c88f,9,1333,5455,1,0,1
1665,fa7cdfad1a5aaf8370ebeda47a1ff1c3,50246ace502699a00ce8f94e8fc3e37d,9,581,5928,4,0,17
1666,f7e6c85504ce6e82442c770f7c8606f0,9b57d53d69670d9e6f189ac379d0a234,8,1162,4467,2,0,17
1667,1ecfb463472ec9115b10c292ef8bc986,6d63950eefb7398e367cb03a3539dd49,2,810,1176,4,1,17
1668,42a0e188f5033bc65bf8d78622277c4e,050a8120e2a3b8751df8752fcc0323ef,3,32,1822,8,0,1
1669,6364d3f0f495b6ab9dcf8d3b5c6e0b01,45551f4c29881972ae5ed3666a5b1b8b,5,494,2962,0,0,1
1670,42a0e188f5033bc65bf8d78622277c4e,9f2ee48f84d8538e00c6782d3efa5a7b,3,1196,1304,0,0,17
1671,42a0e188f5033bc65bf8d78622277c4e,0cc57d9daaa686e94f9ab541f3026121,3,78,2095,2,0,1
1672,f7e6c85504ce6e82442c770f7c8606f0,ced0c1a84924c982a6403870c54b99ca,8,1604,4682,9,0,17
1673,16a5cdae362b8d27a1d8f8c7b78b4330,47b1d7b5e5b4a00d7146ba165bfb43c8,1,511,680,2,0,1
1676,6364d3f0f495b6ab9dcf8d3b5c6e0b01,2dc922d957188fb51dd2bd50ec9b555a,5,320,2865,4,0,17
1677,f7e6c85504ce6e82442c770f7c8606f0,2188bd364970d4acf961ff2fea1bd71e,8,233,4895,0,0,1
1679,16a5cdae362b8d27a1d8f8c7b78b4330,1cac981fb61dc0e4a41e6a8508552803,1,199,518,0,0,1
1680,42a0e188f5033bc65bf8d78622277c4e,6629d8e0d18c0b83c15006570566598f,3,764,2084,4,0,17
1683,f7e6c85504ce6e82442c770f7c8606f0,6e456038d557302367b91b7e0ab71e24,8,819,5219,5,0,1
1685,f7e6c85504ce6e82442c770f7c8606f0,dfaa87dc6582095ca5bd9bf70de2d1f0,8,1731,4745,6,0,1
1688,f7e6c85504ce6e82442c770f7c8606f0,517f6084444b9173c3eb8ce8b3f2707d,8,588,5093,6,0,1
1689,42a0e188f5033bc65bf8d78622277c4e,47b1d7b5e5b4a00d7146ba165bfb43c8,3,511,1939,2,0,1
1691,c81e728d9d4c2f636f067f89cc14862c,f1728a9a189d57bac75fc58ee722781a,7,1873,3822,2,0,1
1692,16a5cdae362b8d27a1d8f8c7b78b4330,661f94d2119410f42182d58be5e312f9,1,763,819,4,0,17
1695,fa7cdfad1a5aaf8370ebeda47a1ff1c3,0cc8850f66397af21700e3c060a5210c,9,79,6030,4,0,17
1696,6364d3f0f495b6ab9dcf8d3b5c6e0b01,d422a9e072907827d1571933f897d9d2,5,1645,2647,4,0,1
1697,16a5cdae362b8d27a1d8f8c7b78b4330,a70a600d7c593ca50cc6639cd64ed71a,1,1263,130,8,0,1
1698,16a5cdae362b8d27a1d8f8c7b78b4330,50a87fe641d22f2f6563948e8d7bb1b2,1,585,720,4,0,17
1699,c81e728d9d4c2f636f067f89cc14862c,65b549322da3ee58ae90de15c61b62ae,7,761,4223,4,0,17
1701,c81e728d9d4c2f636f067f89cc14862c,8ba3350be2f4761427a827fdc09cb86e,7,1044,3335,6,0,1
1702,42a0e188f5033bc65bf8d78622277c4e,ebef63de0e8fe04e0d681a25face55c9,3,1821,1673,8,0,1
1705,fa7cdfad1a5aaf8370ebeda47a1ff1c3,ca4c5a242147c851906ae4fd6320a4d4,9,1567,5555,4,0,17
1707,42a0e188f5033bc65bf8d78622277c4e,b7ef3f85be23f591802b735971941c77,3,1410,1419,6,0,1
1708,42a0e188f5033bc65bf8d78622277c4e,ee441af33a59b66a2026b029a24f269a,3,1847,1690,2,0,1
1710,fa7cdfad1a5aaf8370ebeda47a1ff1c3,9f4893b1a3d6ea138951c96663bdd3ed,9,1199,5404,2,0,1
1711,f7e6c85504ce6e82442c770f7c8606f0,1cac981fb61dc0e4a41e6a8508552803,8,199,4876,0,0,1
1712,c81e728d9d4c2f636f067f89cc14862c,f28e2941cd8ffdf35d778c3578cf7041,7,1882,3827,0,0,1
1716,6364d3f0f495b6ab9dcf8d3b5c6e0b01,b610088ddf586449793d3c6da70d4c56,5,1394,2525,4,0,1
1717,42a0e188f5033bc65bf8d78622277c4e,8e887cf8e64ab8e7173701a979476567,3,1070,1239,0,0,1
1718,f7e6c85504ce6e82442c770f7c8606f0,4f8b4c73b1712622d6f05c02cda05d49,8,579,5088,8,0,1
1719,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5e513d8830b4e93051b81843e48098c5,9,688,5978,0,0,1
1721,16a5cdae362b8d27a1d8f8c7b78b4330,107bd9ed7ce0d5e347e13b692eb2abb3,1,105,34,4,0,17
1722,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5ca106c323e777ec8b42dbbab099932c,9,672,5973,4,0,17
1724,f7e6c85504ce6e82442c770f7c8606f0,6e5d274636cdf86dabee3f8658794d54,8,821,5221,4,0,17
1725,6364d3f0f495b6ab9dcf8d3b5c6e0b01,b0916e0bb2e03036d6ff111ed94a2862,5,1353,2505,6,0,1
1728,42a0e188f5033bc65bf8d78622277c4e,1d2448c22721c94bb0264cf52598522f,3,203,1763,0,0,17
1729,f7e6c85504ce6e82442c770f7c8606f0,84533f6ec378865e027a08e54bd9a3bb,8,977,5308,6,0,1
1730,f7e6c85504ce6e82442c770f7c8606f0,bb9ea24a896cf552ea401442ef4328ab,8,1441,4602,0,0,1
1731,c81e728d9d4c2f636f067f89cc14862c,1b554caad50131478083eb6e4f7845d6,7,187,3818,0,0,1
1732,6364d3f0f495b6ab9dcf8d3b5c6e0b01,f3d622c789288a27702b18fcef6b3430,5,1894,2774,4,0,1
1735,16a5cdae362b8d27a1d8f8c7b78b4330,6157d6990d9a15027be2e356cccdc84d,1,714,792,2,0,1
1738,f7e6c85504ce6e82442c770f7c8606f0,9f2ee48f84d8538e00c6782d3efa5a7b,8,1196,4479,0,0,17
1739,fa7cdfad1a5aaf8370ebeda47a1ff1c3,d2de88fc7856a5f50c05e8d9b7a20838,9,1639,5590,4,0,1
1740,f7e6c85504ce6e82442c770f7c8606f0,2077a6faefdfba9a2a59255be8a5ab7e,8,226,4891,0,0,1
1741,fa7cdfad1a5aaf8370ebeda47a1ff1c3,d185c5ed37536ac0063f735f7a15dd24,9,1630,5586,1,0,1
1743,f7e6c85504ce6e82442c770f7c8606f0,8b579a572c0623c19b828110915b3959,8,1039,4396,4,0,1
1744,16a5cdae362b8d27a1d8f8c7b78b4330,adf3f8d0e45cd2e4cfb284e1eaddc5c8,1,1332,164,0,0,1
1745,c81e728d9d4c2f636f067f89cc14862c,891517ed336bc63566261723d2a45118,7,1014,3319,2,0,17
1746,c81e728d9d4c2f636f067f89cc14862c,b03d5e4dd84c66369cf35fad8db88289,7,1350,3506,0,0,1
1747,53e19f3dbb211f20b20b45668303c1b6,025967a3c53711dc29a78cbecc908ecd,4,16,2266,9,1,17
1748,16a5cdae362b8d27a1d8f8c7b78b4330,1b1f4205ab5d9b437c143fc6d7e18c80,1,186,457,0,0,1
1749,6364d3f0f495b6ab9dcf8d3b5c6e0b01,67797f1f0f02ec5ccd5e3abd2d4e5b81,5,773,3101,4,0,1
1750,42a0e188f5033bc65bf8d78622277c4e,d5285a5b153c43fa0028b6fb6965a3f0,3,1654,1566,4,0,1
1751,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5e664d6988c6d6827cbaaafb0bc7f103,9,689,5979,6,0,17
1752,f7e6c85504ce6e82442c770f7c8606f0,d7012f5714b8a6a970f5bd34806267c6,8,1667,4714,6,0,1
1753,fa7cdfad1a5aaf8370ebeda47a1ff1c3,2ac36a3c8337feb7c60e6829641d9a4c,9,301,5794,4,0,1
1755,f7e6c85504ce6e82442c770f7c8606f0,f46989b1332fddc424c9a92db169021c,8,1896,4841,3,0,1
1758,fa7cdfad1a5aaf8370ebeda47a1ff1c3,e12a866bee69cbbea9c1bb6b2137499b,9,1740,5641,4,0,1
1763,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b5f95dc9fce7c3181497a01d26836700,9,1392,5482,0,0,1
1764,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e95b9bb287e5571345c0e94f3118d667,5,1799,2723,9,0,17
1765,fa7cdfad1a5aaf8370ebeda47a1ff1c3,b6871caaf03565202e4c3bafef2af7c6,9,1397,5486,0,0,1
1766,16a5cdae362b8d27a1d8f8c7b78b4330,2188bd364970d4acf961ff2fea1bd71e,1,233,532,0,0,1
1767,fa7cdfad1a5aaf8370ebeda47a1ff1c3,eb341a778d385ad6ebe16e90efb48c08,9,1815,5680,4,0,1
1768,c81e728d9d4c2f636f067f89cc14862c,178946dc0cfb8cbcb7b4e672930affd5,7,156,3623,2,0,1
1769,42a0e188f5033bc65bf8d78622277c4e,4ba72d594b35e41cb3e066397eecdfba,3,547,1958,4,0,1
1770,f7e6c85504ce6e82442c770f7c8606f0,71a726bc3edeac94d7dbb4ce15cf4b57,8,852,5238,4,0,17
1771,16a5cdae362b8d27a1d8f8c7b78b4330,65b549322da3ee58ae90de15c61b62ae,1,761,817,4,0,17
1772,fa7cdfad1a5aaf8370ebeda47a1ff1c3,1cec786e41a51f75b5701511f995218b,9,201,5753,0,0,1
1775,16a5cdae362b8d27a1d8f8c7b78b4330,0ad7341f0f7f634f1f3d24ed53e0788c,1,65,752,8,0,1
1777,6364d3f0f495b6ab9dcf8d3b5c6e0b01,ca508b71f8e81b9ba5c419e9b31cc2ef,5,1568,2604,5,0,1
1778,16a5cdae362b8d27a1d8f8c7b78b4330,9a3e6ab0f0e9396f7af956fe6e45b407,1,1154,78,4,0,17
1779,c81e728d9d4c2f636f067f89cc14862c,c3f196f1d015387cbc3c8ea7dc7f5090,7,1506,3595,0,0,1
1780,6364d3f0f495b6ab9dcf8d3b5c6e0b01,420f64a4fd57fd93e1fc45a0c9c5aa85,5,466,2945,8,0,1
1781,6364d3f0f495b6ab9dcf8d3b5c6e0b01,7454973f4428e8a3426bb3c01e007104,5,869,3150,4,0,17
1782,f7e6c85504ce6e82442c770f7c8606f0,1cec786e41a51f75b5701511f995218b,8,201,4880,0,0,1
